Student_ID,Age,Gender,Course,Logins,Content_Reads,Forum_Posts,Quiz_Reviews,Assignment1_Late,Assignment2_Late,Assignment3_Late,Avg_Assignment_Time,Engagement_Level,Risk_Score,Risk_Level,Dropout,Suggestion
STU2935,22,Female,IT,234,83,8,3,0,0,1,87,Low,58,Medium Risk,No,Improve consistency
STU2936,23,Male,IT,193,70,42,6,0,0,1,83,Low,37.07,Low Risk,No,Maintain performance
STU2937,24,Female,EEE,14,707,24,6,0,0,1,242,Low,71.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2938,24,Male,ECE,118,552,24,1,0,0,1,288,Low,67.87,Medium Risk,No,Improve consistency
STU2939,18,Female,EEE,80,228,48,1,0,1,0,39,Low,58.53,Medium Risk,No,Improve consistency
STU2940,18,Female,EEE,168,21,20,1,0,0,0,104,Low,53.6,Medium Risk,No,Improve consistency
STU2941,20,Female,CSE,89,424,8,1,0,0,0,65,Low,71.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2942,21,Male,EEE,53,41,47,8,0,0,0,19,Low,38.73,Low Risk,No,Maintain performance
STU2943,19,Male,CSE,181,169,37,4,0,0,1,156,Low,45.67,Medium Risk,No,Improve consistency
STU2944,18,Female,CSE,222,246,21,7,1,0,1,96,Low,53.8,Medium Risk,No,Improve consistency
STU2945,22,Male,IT,193,748,42,4,0,0,1,262,High,41.07,Medium Risk,No,Improve consistency
STU2946,20,Female,CSE,234,190,22,4,1,1,0,196,Low,57.6,Medium Risk,No,Improve consistency
STU2947,19,Male,CSE,259,567,48,0,1,0,0,242,High,36.67,Low Risk,No,Maintain performance
STU2948,20,Male,IT,240,350,3,5,1,1,1,262,Low,76.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2949,19,Male,EEE,30,467,28,3,0,0,0,233,Low,63.2,Medium Risk,No,Improve consistency
STU2950,19,Female,ECE,76,89,14,2,1,0,0,13,Low,77.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2951,23,Male,ECE,265,656,0,5,0,1,1,121,High,64.67,Medium Risk,No,Improve consistency
STU2952,18,Male,ECE,258,781,29,1,0,0,0,202,High,36.2,Low Risk,No,Maintain performance
STU2953,20,Female,EEE,275,768,28,7,0,0,1,150,High,32.53,Low Risk,No,Maintain performance
STU2954,20,Female,CSE,127,482,19,0,0,1,0,149,Low,71.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2955,23,Female,ECE,148,680,32,8,0,0,0,104,High,35.07,Low Risk,No,Maintain performance
STU2956,22,Female,EEE,261,724,40,7,0,0,0,50,High,17.2,Low Risk,No,Maintain performance
STU2957,22,Male,CSE,148,121,43,0,0,1,0,11,Low,54.47,Medium Risk,No,Improve consistency
STU2958,24,Male,IT,263,301,35,9,0,0,0,287,High,15.93,Low Risk,No,Maintain performance
STU2959,18,Male,ECE,51,640,21,8,0,0,0,159,Low,54.6,Medium Risk,No,Improve consistency
STU2960,18,Male,CSE,17,392,12,1,0,0,1,50,Low,88.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2961,21,Male,ECE,212,26,6,2,1,0,1,125,Low,74.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2962,23,Female,ECE,239,502,7,1,0,0,0,129,Low,51.93,Medium Risk,No,Improve consistency
STU2963,22,Male,ECE,153,340,27,7,0,1,0,246,Low,49.4,Medium Risk,No,Improve consistency
STU2964,19,Male,CSE,159,748,44,1,1,0,0,279,High,50.4,Medium Risk,No,Improve consistency
STU2965,20,Male,EEE,170,495,42,9,0,0,1,18,High,34.13,Low Risk,No,Maintain performance
STU2966,18,Female,CSE,94,415,8,1,0,1,0,248,Low,80.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2967,20,Female,ECE,190,126,24,0,1,0,0,127,Low,60.27,Medium Risk,No,Improve consistency
STU2968,20,Male,CSE,178,564,15,6,1,0,0,19,Low,55.27,Medium Risk,No,Improve consistency
STU2969,21,Female,IT,221,124,9,1,0,0,0,34,Low,53.13,Medium Risk,No,Improve consistency
STU2970,22,Female,EEE,268,558,10,9,0,0,0,182,High,30.27,Low Risk,No,Maintain performance
STU2971,18,Female,CSE,101,634,30,4,1,1,1,234,Low,80.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2972,20,Female,IT,121,556,11,4,0,0,1,20,Low,69.27,Medium Risk,No,Improve consistency
STU2973,18,Female,EEE,203,653,30,2,0,0,0,110,High,40.93,Medium Risk,No,Improve consistency
STU2974,19,Female,IT,25,345,13,2,0,0,0,274,Low,74.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2975,21,Female,EEE,204,345,43,2,0,0,0,92,High,33,Low Risk,No,Maintain performance
STU2976,19,Male,CSE,252,749,31,5,0,0,0,285,High,27.8,Low Risk,No,Maintain performance
STU2977,18,Male,IT,280,156,49,3,1,0,0,270,High,27.27,Low Risk,No,Maintain performance
STU2978,24,Female,ECE,268,131,16,2,0,0,0,230,Low,40.67,Medium Risk,No,Improve consistency
STU2979,18,Male,IT,62,90,34,1,0,1,1,228,Low,79.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2980,22,Male,EEE,35,694,0,2,0,0,0,98,Low,81.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2981,20,Female,CSE,253,675,28,3,0,0,0,24,High,33.47,Low Risk,No,Maintain performance
STU2982,20,Male,EEE,97,671,3,5,0,1,0,255,Low,75.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2983,19,Female,IT,269,384,22,3,1,0,0,185,High,44.93,Medium Risk,No,Improve consistency
STU2984,21,Female,IT,275,579,27,7,1,0,0,13,High,33.13,Low Risk,No,Maintain performance
STU2985,24,Female,ECE,98,72,15,2,0,1,0,30,Low,73.93,High Risk,Yes,"Attend mentoring, increase activity"
STU2986,23,Male,CSE,158,513,11,2,0,0,0,217,Low,58.33,Medium Risk,No,Improve consistency
STU2987,20,Male,CSE,289,677,20,2,0,0,1,146,High,45.47,Medium Risk,No,Improve consistency
STU2988,22,Male,IT,84,458,44,7,1,0,0,225,Low,48.4,Medium Risk,No,Improve consistency
STU2989,19,Male,CSE,296,437,16,3,0,1,0,126,High,44.93,Medium Risk,No,Improve consistency
STU2990,19,Female,ECE,88,436,39,0,1,0,0,188,Low,64.87,Medium Risk,No,Improve consistency
STU2991,23,Female,EEE,41,430,12,1,0,0,0,255,Low,75.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2992,22,Male,CSE,236,331,31,9,0,0,0,137,High,21.93,Low Risk,No,Maintain performance
STU2993,21,Female,IT,97,689,36,1,0,0,1,87,High,63.47,Medium Risk,No,Improve consistency
STU2994,22,Female,EEE,106,175,49,2,0,1,0,238,Low,52.47,Medium Risk,No,Improve consistency
STU2995,21,Male,EEE,170,606,14,5,1,0,0,271,Low,58.93,Medium Risk,No,Improve consistency
STU2996,22,Female,ECE,163,658,11,7,0,0,0,91,Low,47.67,Medium Risk,No,Improve consistency
STU2997,22,Male,IT,18,470,48,0,0,0,0,75,Low,58.8,Medium Risk,No,Improve consistency
STU2998,18,Female,CSE,229,468,14,8,0,0,0,105,Low,35.07,Low Risk,No,Maintain performance
STU2999,19,Male,IT,77,198,33,0,0,1,1,154,Low,79.93,High Risk,Yes,"Attend mentoring, increase activity"
STU3000,22,Female,EEE,253,473,5,9,0,0,0,74,Low,35.27,Low Risk,No,Maintain performance
STU3001,23,Female,IT,95,388,16,1,0,0,1,18,Low,75.73,High Risk,Yes,"Attend mentoring, increase activity"
STU3002,22,Male,CSE,220,11,47,2,0,0,0,195,Low,28.47,Low Risk,No,Maintain performance
STU3003,20,Male,CSE,94,627,48,6,0,0,0,167,High,36.67,Low Risk,No,Maintain performance
STU3004,19,Male,ECE,33,373,19,8,0,0,0,40,Low,58.2,Medium Risk,No,Improve consistency
STU3005,20,Male,CSE,224,81,8,2,0,0,0,160,Low,51.33,Medium Risk,No,Improve consistency
STU3006,19,Female,CSE,219,436,4,7,0,1,0,251,Low,54.4,Medium Risk,No,Improve consistency
STU3007,20,Female,IT,225,647,22,8,0,0,1,165,High,40.8,Medium Risk,No,Improve consistency
STU3008,22,Male,IT,46,179,32,9,0,0,0,68,Low,46.67,Medium Risk,No,Improve consistency
STU3009,22,Female,EEE,139,214,37,6,0,0,0,19,Low,37.27,Low Risk,No,Maintain performance
STU3010,18,Male,ECE,46,346,13,3,0,1,1,133,Low,90.07,High Risk,Yes,"Attend mentoring, increase activity"
STU3011,23,Male,IT,168,481,16,3,0,0,0,291,Low,52,Medium Risk,No,Improve consistency
STU3012,20,Female,CSE,287,204,18,3,0,0,1,246,Low,44.93,Medium Risk,No,Improve consistency
STU3013,21,Female,EEE,62,679,32,5,0,0,0,26,Low,52.53,Medium Risk,No,Improve consistency
STU3014,18,Male,IT,29,662,0,3,0,0,0,32,Low,80.13,High Risk,Yes,"Attend mentoring, increase activity"
STU3015,20,Male,ECE,77,284,12,4,1,1,0,18,Low,84.53,High Risk,Yes,"Attend mentoring, increase activity"
STU3016,20,Male,ECE,133,16,45,8,0,0,0,216,Low,29.27,Low Risk,No,Maintain performance
STU3017,18,Female,EEE,91,575,26,6,0,1,1,54,Low,70.27,High Risk,Yes,"Attend mentoring, increase activity"
STU3018,22,Female,EEE,157,625,5,7,0,1,1,36,Low,72.07,High Risk,Yes,"Attend mentoring, increase activity"
STU3019,20,Female,EEE,186,582,5,4,0,0,0,197,Low,54.2,Medium Risk,No,Improve consistency
STU3020,22,Female,EEE,129,608,32,4,0,1,0,149,High,55.6,Medium Risk,No,Improve consistency
STU3021,18,Male,EEE,71,779,29,6,1,0,0,18,High,61.13,Medium Risk,No,Improve consistency
STU3022,22,Male,CSE,10,187,45,7,0,0,0,243,Low,47.67,Medium Risk,No,Improve consistency
STU3023,19,Male,CSE,129,251,34,8,0,1,0,101,Low,46.4,Medium Risk,No,Improve consistency
STU3024,21,Male,IT,57,212,22,1,0,0,0,86,Low,67.2,Medium Risk,No,Improve consistency
STU3025,24,Male,ECE,70,552,9,2,0,0,1,253,Low,81.27,High Risk,Yes,"Attend mentoring, increase activity"
STU3026,20,Male,CSE,86,471,18,1,0,0,0,164,Low,65.73,Medium Risk,No,Improve consistency
STU3027,23,Female,CSE,91,89,27,9,1,1,1,227,Low,73.67,High Risk,Yes,"Attend mentoring, increase activity"
STU3028,21,Female,CSE,6,532,22,6,1,0,0,294,Low,74,High Risk,Yes,"Attend mentoring, increase activity"
STU3029,24,Male,IT,208,426,3,1,0,0,1,159,Low,68.47,Medium Risk,No,Improve consistency
STU3030,22,Male,EEE,154,775,19,1,1,0,0,97,High,66.07,Medium Risk,No,Improve consistency
STU3031,20,Female,IT,297,393,18,1,0,1,0,115,High,47.6,Medium Risk,No,Improve consistency
STU3032,22,Female,ECE,107,400,41,3,0,0,1,104,Low,55.13,Medium Risk,No,Improve consistency
STU3033,19,Female,ECE,28,697,26,0,0,0,1,262,Low,80.67,High Risk,Yes,"Attend mentoring, increase activity"
STU3034,18,Female,ECE,216,135,33,1,0,0,1,48,Low,49.4,Medium Risk,No,Improve consistency
STU3035,20,Male,ECE,69,503,3,2,1,0,0,264,Low,85,High Risk,Yes,"Attend mentoring, increase activity"
STU3036,24,Male,CSE,213,56,37,6,1,0,1,63,Low,47.4,Medium Risk,No,Improve consistency
STU3037,24,Male,CSE,255,727,6,9,1,0,0,252,High,44.4,Medium Risk,No,Improve consistency
STU3038,19,Male,IT,121,485,47,0,0,0,0,119,Low,45.67,Medium Risk,No,Improve consistency
STU3039,19,Male,EEE,120,628,6,5,0,0,0,263,Low,60.4,Medium Risk,No,Improve consistency
STU3040,20,Female,ECE,241,473,49,2,0,0,1,121,High,34.47,Low Risk,No,Maintain performance
STU3041,22,Male,IT,109,796,25,2,0,0,0,183,High,56.47,Medium Risk,No,Improve consistency
STU3042,23,Female,CSE,263,132,25,3,0,0,0,198,Low,33.93,Low Risk,No,Maintain performance
STU3043,24,Male,CSE,50,483,18,3,0,0,0,230,Low,66.53,Medium Risk,No,Improve consistency
STU3044,24,Male,EEE,220,143,8,6,1,0,0,258,Low,53.87,Medium Risk,No,Improve consistency
STU3045,19,Male,EEE,28,628,19,2,1,0,0,61,Low,80.87,High Risk,Yes,"Attend mentoring, increase activity"
STU3046,21,Male,EEE,39,571,41,7,0,0,0,171,Low,46.2,Medium Risk,No,Improve consistency
STU3047,19,Male,IT,28,616,44,7,0,0,0,44,Low,45.87,Medium Risk,No,Improve consistency
STU3048,23,Female,CSE,32,789,49,6,0,0,0,46,High,44.33,Medium Risk,No,Improve consistency
STU3049,22,Female,CSE,20,32,15,1,0,0,1,120,Low,86.33,High Risk,Yes,"Attend mentoring, increase activity"
STU3050,22,Female,EEE,63,575,16,4,0,1,0,186,Low,74,High Risk,Yes,"Attend mentoring, increase activity"
STU3051,21,Male,ECE,247,775,21,5,0,0,0,18,High,34.47,Low Risk,No,Maintain performance
STU3052,24,Male,EEE,211,244,12,9,0,1,0,284,Low,46.67,Medium Risk,No,Improve consistency
STU3053,19,Female,IT,275,68,11,3,0,0,0,130,Low,40.73,Medium Risk,No,Improve consistency
STU3054,22,Male,EEE,253,173,9,9,0,0,0,114,Low,32.87,Low Risk,No,Maintain performance
STU3055,23,Male,EEE,271,780,0,4,1,1,1,165,High,75.87,High Risk,Yes,"Attend mentoring, increase activity"
STU3056,20,Female,IT,197,225,31,8,0,0,0,35,Low,29.13,Low Risk,No,Maintain performance
STU3057,18,Male,EEE,222,192,29,6,1,0,0,34,Low,41,Medium Risk,No,Improve consistency
STU3058,18,Female,CSE,119,578,7,1,0,1,0,78,Low,77.93,High Risk,Yes,"Attend mentoring, increase activity"
STU3059,18,Male,ECE,72,666,20,0,0,0,1,160,Low,78.4,High Risk,Yes,"Attend mentoring, increase activity"
STU3060,24,Female,EEE,79,99,21,1,0,0,1,74,Low,74.87,High Risk,Yes,"Attend mentoring, increase activity"
STU3061,19,Male,IT,107,320,17,2,0,0,0,159,Low,61.53,Medium Risk,No,Improve consistency
STU3062,21,Male,ECE,182,566,1,1,0,1,0,254,Low,73.13,High Risk,Yes,"Attend mentoring, increase activity"
STU3063,22,Female,IT,219,266,47,2,0,1,0,67,High,38.6,Low Risk,No,Maintain performance
STU3064,20,Male,ECE,43,542,43,9,0,0,0,165,Low,40.47,Medium Risk,No,Improve consistency
STU3065,23,Male,ECE,263,542,8,8,0,0,0,121,High,34.13,Low Risk,No,Maintain performance
STU3066,20,Female,EEE,208,61,2,3,1,1,0,132,Low,75.07,High Risk,Yes,"Attend mentoring, increase activity"
STU3067,23,Male,CSE,11,347,25,8,0,0,0,212,Low,57.53,Medium Risk,No,Improve consistency
STU3068,24,Female,EEE,53,180,20,2,1,0,1,13,Low,86.93,High Risk,Yes,"Attend mentoring, increase activity"
STU3069,19,Male,IT,30,76,29,0,0,0,0,138,Low,68.6,Medium Risk,No,Improve consistency
STU3070,18,Male,IT,165,634,27,4,1,0,1,35,High,63.8,Medium Risk,No,Improve consistency
STU3071,19,Male,ECE,180,309,35,9,1,0,0,298,Low,37,Low Risk,No,Maintain performance
STU3072,24,Male,ECE,83,681,25,9,0,1,0,36,Low,55.93,Medium Risk,No,Improve consistency
STU3073,21,Female,CSE,6,787,33,1,0,1,0,51,Low,77.4,High Risk,Yes,"Attend mentoring, increase activity"
STU3074,21,Male,EEE,136,241,7,3,0,0,0,80,Low,61.67,Medium Risk,No,Improve consistency
STU3075,24,Female,IT,280,77,9,1,0,0,0,73,Low,45.27,Medium Risk,No,Improve consistency
STU3076,23,Male,ECE,121,515,47,1,0,0,0,34,High,43.67,Medium Risk,No,Improve consistency
STU3077,22,Male,CSE,168,37,42,2,0,0,0,81,Low,38.4,Low Risk,No,Maintain performance
STU3078,22,Male,IT,292,637,49,4,1,0,0,277,High,23.67,Low Risk,No,Maintain performance
STU3079,23,Male,ECE,32,60,13,3,1,0,1,104,Low,91.93,High Risk,Yes,"Attend mentoring, increase activity"
STU3080,21,Female,IT,5,702,39,1,0,0,0,126,Low,63.93,Medium Risk,No,Improve consistency
STU3081,21,Female,CSE,192,269,14,9,0,0,0,173,Low,38,Low Risk,No,Maintain performance
STU3082,21,Female,CSE,60,600,16,1,0,0,0,287,Low,70.4,High Risk,Yes,"Attend mentoring, increase activity"
STU3083,19,Female,IT,39,794,17,5,0,0,1,74,Low,74.6,High Risk,Yes,"Attend mentoring, increase activity"
STU3084,21,Male,EEE,116,629,31,6,0,0,0,269,Low,43.93,Medium Risk,No,Improve consistency
STU3085,20,Female,IT,290,595,37,9,0,0,0,237,High,11.13,Low Risk,No,Maintain performance
STU3086,18,Female,ECE,40,696,22,5,1,0,0,209,Low,71.47,High Risk,Yes,"Attend mentoring, increase activity"
STU3087,21,Male,EEE,221,193,45,6,0,0,0,229,Low,21.53,Low Risk,No,Maintain performance
STU3088,23,Male,ECE,84,32,22,0,0,0,0,189,Low,65.6,Medium Risk,No,Improve consistency
STU3089,18,Male,IT,87,795,34,5,0,0,0,237,High,48,Medium Risk,No,Improve consistency
STU3090,19,Male,EEE,69,138,38,2,0,0,0,261,Low,54,Medium Risk,No,Improve consistency
STU3091,23,Female,ECE,132,300,14,0,0,0,0,13,Low,64,Medium Risk,No,Improve consistency
STU3092,18,Female,IT,26,510,23,7,0,0,0,150,Low,58.73,Medium Risk,No,Improve consistency
STU3093,23,Male,IT,220,195,27,3,0,1,0,175,Low,48.47,Medium Risk,No,Improve consistency
STU3094,19,Male,EEE,111,488,15,9,0,0,0,263,Low,48.2,Medium Risk,No,Improve consistency
STU3095,20,Male,IT,113,580,15,7,0,0,0,162,Low,51.93,Medium Risk,No,Improve consistency
STU3096,19,Female,CSE,185,501,39,9,0,0,1,76,High,33.93,Low Risk,No,Maintain performance
STU3097,19,Female,ECE,168,522,38,3,0,0,0,64,High,38.8,Low Risk,No,Maintain performance
STU3098,23,Male,ECE,72,652,5,3,0,0,0,105,Low,71.4,High Risk,Yes,"Attend mentoring, increase activity"
STU3099,24,Male,IT,296,76,1,9,0,0,0,176,Low,31.93,Low Risk,No,Maintain performance
STU3100,22,Female,IT,184,476,12,3,1,0,0,71,Low,62.27,Medium Risk,No,Improve consistency
STU3101,21,Male,CSE,185,294,43,5,0,0,0,183,Low,29.53,Low Risk,No,Maintain performance
STU3102,21,Male,EEE,173,610,46,8,1,1,1,262,High,53.33,Medium Risk,No,Improve consistency
STU3103,20,Female,IT,26,426,8,4,0,0,0,121,Low,73.73,High Risk,Yes,"Attend mentoring, increase activity"
STU3104,20,Male,IT,70,109,33,9,0,0,0,224,Low,42.87,Medium Risk,No,Improve consistency
STU3105,21,Female,IT,25,198,16,7,0,0,1,248,Low,73.07,High Risk,Yes,"Attend mentoring, increase activity"
STU3106,22,Male,IT,104,397,26,7,0,0,0,236,Low,46.53,Medium Risk,No,Improve consistency
STU3107,21,Male,ECE,107,250,28,3,0,0,1,239,Low,62.93,Medium Risk,No,Improve consistency
STU3108,24,Female,IT,51,791,36,9,0,0,0,242,High,43.6,Medium Risk,No,Improve consistency
STU3109,22,Female,ECE,43,740,42,8,0,0,0,172,Low,43.07,Medium Risk,No,Improve consistency
STU3110,20,Male,IT,289,426,21,8,0,0,0,135,High,22.87,Low Risk,No,Maintain performance
STU3111,18,Female,EEE,94,185,23,4,0,0,0,262,Low,55.67,Medium Risk,No,Improve consistency
STU3112,23,Male,CSE,89,396,6,5,0,0,1,208,Low,74.53,High Risk,Yes,"Attend mentoring, increase activity"
STU3113,24,Male,EEE,277,480,33,4,0,0,1,206,High,35.27,Low Risk,No,Maintain performance
STU3114,24,Female,IT,192,242,47,2,0,0,0,131,Low,32.2,Low Risk,No,Maintain performance
STU3115,20,Male,IT,163,672,11,7,0,0,1,273,Low,57.67,Medium Risk,No,Improve consistency
STU3116,20,Male,IT,247,461,22,8,0,0,0,63,High,27.87,Low Risk,No,Maintain performance
STU3117,19,Female,EEE,77,286,14,3,0,0,1,144,Low,75.33,High Risk,Yes,"Attend mentoring, increase activity"
STU3118,24,Female,IT,53,238,32,8,0,0,1,160,Low,57.73,Medium Risk,No,Improve consistency
STU3119,19,Male,EEE,105,180,12,8,0,1,0,109,Low,62.8,Medium Risk,No,Improve consistency
STU3120,19,Female,ECE,6,744,22,6,0,0,0,243,Low,64,Medium Risk,No,Improve consistency
STU3121,23,Female,CSE,248,222,37,7,0,1,1,41,Low,40.73,Medium Risk,No,Improve consistency
STU3122,19,Female,CSE,180,291,31,2,0,0,0,71,Low,43.4,Medium Risk,No,Improve consistency
STU3123,22,Female,EEE,242,50,44,4,0,0,1,205,Low,33.33,Low Risk,No,Maintain performance
STU3124,21,Male,ECE,63,131,49,2,1,0,0,39,Low,58.2,Medium Risk,No,Improve consistency
STU3125,18,Male,EEE,103,236,34,6,0,0,0,252,Low,43.87,Medium Risk,No,Improve consistency
STU3126,20,Male,ECE,6,303,0,5,0,0,0,115,Low,79.2,High Risk,Yes,"Attend mentoring, increase activity"
STU3127,22,Female,IT,247,609,46,2,0,0,0,142,High,25.47,Low Risk,No,Maintain performance
STU3128,18,Female,ECE,215,276,44,8,0,1,0,31,High,28.93,Low Risk,No,Maintain performance
STU3129,24,Female,ECE,127,550,4,0,0,0,0,165,Low,70.67,High Risk,Yes,"Attend mentoring, increase activity"
STU3130,24,Female,ECE,233,768,12,9,0,0,0,223,High,33.73,Low Risk,No,Maintain performance
STU3131,24,Female,CSE,86,460,4,2,0,0,1,235,Low,82.13,High Risk,Yes,"Attend mentoring, increase activity"
STU3132,22,Female,ECE,148,458,31,9,0,0,0,294,Low,33.67,Low Risk,No,Maintain performance
STU3133,22,Female,IT,144,765,20,6,0,0,1,180,High,56.8,Medium Risk,No,Improve consistency
STU3134,20,Male,IT,33,70,23,2,0,0,0,51,Low,67.8,Medium Risk,No,Improve consistency
STU3135,21,Male,IT,274,511,17,2,0,0,0,69,High,39.27,Low Risk,No,Maintain performance
STU3136,19,Female,ECE,251,156,20,1,0,0,1,86,Low,52.53,Medium Risk,No,Improve consistency
STU3137,24,Female,EEE,16,695,9,8,0,0,0,211,Low,66.47,Medium Risk,No,Improve consistency
STU3138,23,Female,EEE,110,799,23,3,0,0,1,229,High,65.53,Medium Risk,No,Improve consistency
STU3139,21,Male,IT,36,343,39,9,1,0,0,196,Low,53.8,Medium Risk,No,Improve consistency
STU3140,23,Male,CSE,78,151,46,5,0,1,0,105,Low,52,Medium Risk,No,Improve consistency
STU3141,20,Female,EEE,175,53,20,1,0,1,1,221,Low,72.67,High Risk,Yes,"Attend mentoring, increase activity"
STU3142,20,Female,ECE,73,153,24,8,0,0,0,271,Low,49.87,Medium Risk,No,Improve consistency
STU3143,20,Male,EEE,141,342,22,6,0,0,0,86,Low,46,Medium Risk,No,Improve consistency
STU3144,18,Male,IT,104,506,21,9,0,0,0,40,Low,45.53,Medium Risk,No,Improve consistency
STU3145,23,Male,CSE,150,405,3,4,0,0,1,48,Low,70.2,High Risk,Yes,"Attend mentoring, increase activity"
STU3146,21,Male,EEE,13,64,33,6,0,0,1,223,Low,66.47,Medium Risk,No,Improve consistency
STU3147,21,Female,EEE,66,316,5,3,0,1,0,135,Low,82.2,High Risk,Yes,"Attend mentoring, increase activity"
STU3148,22,Male,IT,189,432,27,9,0,0,1,174,Low,40.6,Medium Risk,No,Improve consistency
STU3149,22,Male,CSE,33,426,30,6,0,0,1,255,Low,65.6,Medium Risk,No,Improve consistency
STU3150,24,Female,CSE,118,682,34,1,0,0,1,118,High,61.87,Medium Risk,No,Improve consistency
STU3151,22,Male,IT,147,334,38,6,0,1,0,97,Low,45.6,Medium Risk,No,Improve consistency
STU3152,20,Male,ECE,124,719,41,3,0,1,0,209,High,52.87,Medium Risk,No,Improve consistency
STU3153,21,Male,EEE,174,680,22,3,0,0,1,280,High,57.6,Medium Risk,No,Improve consistency
STU3154,23,Female,ECE,161,89,5,0,0,0,0,60,Low,65.53,Medium Risk,No,Improve consistency
STU3155,20,Male,EEE,264,40,15,2,0,0,1,207,Low,51.8,Medium Risk,No,Improve consistency
STU3156,18,Female,EEE,86,121,1,4,0,0,0,32,Low,69.93,Medium Risk,No,Improve consistency
STU3157,22,Female,ECE,246,567,23,4,0,0,0,162,High,35.4,Low Risk,No,Maintain performance
STU3158,20,Male,IT,176,726,16,1,0,1,1,232,High,74.93,High Risk,Yes,"Attend mentoring, increase activity"
STU3159,20,Male,IT,235,573,44,3,0,0,1,230,High,36.27,Low Risk,No,Maintain performance
STU3160,18,Male,EEE,212,659,0,0,0,0,0,160,High,61.73,Medium Risk,No,Improve consistency
STU3161,19,Male,IT,79,481,5,8,0,0,0,275,Low,60.47,Medium Risk,No,Improve consistency
STU3162,21,Female,EEE,274,83,4,0,0,0,1,82,Low,61.07,Medium Risk,No,Improve consistency
STU3163,23,Male,IT,118,562,44,5,0,0,1,86,High,47.87,Medium Risk,No,Improve consistency
STU3164,24,Male,EEE,66,488,49,6,1,0,0,41,Low,49.8,Medium Risk,No,Improve consistency
STU3165,19,Male,IT,106,598,28,2,0,0,0,74,Low,55.07,Medium Risk,No,Improve consistency
STU3166,22,Female,CSE,214,396,11,0,0,0,1,27,Low,64.87,Medium Risk,No,Improve consistency
STU3167,20,Male,ECE,259,708,38,6,0,1,0,173,High,30.67,Low Risk,No,Maintain performance
STU3168,18,Male,CSE,24,573,46,2,0,0,1,296,Low,65.2,Medium Risk,No,Improve consistency
STU3169,18,Female,ECE,62,442,2,9,1,0,0,63,Low,72.53,High Risk,Yes,"Attend mentoring, increase activity"
STU3170,21,Female,ECE,116,421,47,5,0,0,0,72,Low,36.33,Low Risk,No,Maintain performance
STU3171,19,Male,EEE,200,476,0,5,0,0,0,266,Low,53.33,Medium Risk,No,Improve consistency
STU3172,24,Male,ECE,96,608,26,3,0,1,0,248,Low,65.6,Medium Risk,No,Improve consistency
STU3173,21,Male,CSE,56,630,47,5,0,0,1,18,Low,54.33,Medium Risk,No,Improve consistency
STU3174,20,Male,CSE,297,746,23,9,1,0,1,129,High,38.6,Low Risk,No,Maintain performance
STU3175,21,Male,IT,12,257,43,3,1,1,0,99,Low,76.6,High Risk,Yes,"Attend mentoring, increase activity"
STU3176,23,Female,CSE,102,590,18,7,0,0,1,184,Low,61.6,Medium Risk,No,Improve consistency
STU3177,18,Female,IT,240,129,7,8,0,0,0,12,Low,37.8,Low Risk,No,Maintain performance
STU3178,18,Male,ECE,73,76,43,1,0,0,1,139,Low,62.47,Medium Risk,No,Improve consistency
STU3179,22,Male,CSE,49,582,46,6,0,0,0,63,Low,43.87,Medium Risk,No,Improve consistency
STU3180,22,Female,ECE,141,336,1,8,0,0,0,193,Low,54.6,Medium Risk,No,Improve consistency
STU3181,24,Male,CSE,238,712,29,8,0,0,0,233,High,24.87,Low Risk,No,Maintain performance
STU3182,20,Male,CSE,36,479,29,4,1,0,0,21,Low,69.8,Medium Risk,No,Improve consistency
STU3183,23,Male,IT,293,502,48,0,0,0,1,204,High,32.13,Low Risk,No,Maintain performance
STU3184,19,Male,ECE,130,710,38,5,0,0,0,256,High,39.87,Low Risk,No,Maintain performance
STU3185,21,Male,CSE,71,672,44,7,0,1,0,163,High,50.13,Medium Risk,No,Improve consistency
STU3186,24,Female,EEE,34,295,31,0,1,1,0,87,Low,86.87,High Risk,Yes,"Attend mentoring, increase activity"
STU3187,20,Male,ECE,118,617,0,1,0,0,0,149,Low,72.27,High Risk,Yes,"Attend mentoring, increase activity"
STU3188,22,Male,ECE,208,321,37,0,0,0,0,99,Low,40.07,Medium Risk,No,Improve consistency
STU3189,21,Male,ECE,33,318,12,4,0,0,0,153,Low,70.4,High Risk,Yes,"Attend mentoring, increase activity"
STU3190,22,Female,IT,135,784,10,1,1,1,0,81,High,84,High Risk,Yes,"Attend mentoring, increase activity"
STU3191,21,Female,EEE,189,106,9,9,1,1,1,186,Low,71.4,High Risk,Yes,"Attend mentoring, increase activity"
